2017-06-14 12:14:18.5631|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Hosting.Internal.WebHost|Hosting starting 
2017-06-14 12:41:07.9325|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL1" completed keep alive response. 
2017-06-14 12:41:07.9325|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL1" disconnecting. 
2017-06-14 12:41:07.9325|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL1" sending FIN. 
2017-06-14 12:41:07.9325|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL1" sent FIN with status "0". 
2017-06-14 12:41:07.9361|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL1" stopped. 
2017-06-14 12:41:08.1159|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" started. 
2017-06-14 12:41:08.1159|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/teamapi/user/teams?ownerOnly=false application/json 0 
2017-06-14 12:41:08.1159|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /teamapi/user/teams does not match a supported file type 
2017-06-14 12:41:17.0906|CorrelationId=06e12f27-0c71-44b2-bad4-1496e41ba5e3| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TeamService/api/user/teams?ownerOnly=false
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: 06e12f27-0c71-44b2-bad4-1496e41ba5e3
Content: 

#########Response#########
Status code: OK
HeadersDate: Wed, 14 Jun 2017 09:41:16 GMT
Server: Kestrel
 
2017-06-14 12:41:17.0925|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" received FIN. 
2017-06-14 12:41:17.0925|CorrelationId=06e12f27-0c71-44b2-bad4-1496e41ba5e3| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 8977.2721ms 200 application/json; charset=utf-8 
2017-06-14 12:41:17.0925|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" completed keep alive response. 
2017-06-14 12:41:17.0925|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" disconnecting. 
2017-06-14 12:41:17.0925|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" sending FIN. 
2017-06-14 12:41:17.0961|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" sent FIN with status "0". 
2017-06-14 12:41:17.0961|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL2" stopped. 
2017-06-14 12:41:27.8081|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" started. 
2017-06-14 12:41:27.8081|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 POST http://10.23.21.246:5008/teamapi/user/teams application/json 150 
2017-06-14 12:41:27.8081|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|POST requests are not supported 
2017-06-14 12:41:28.1710|CorrelationId=47974d03-f442-4c4d-a11f-9e3d86d7db1a| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TeamService/api/user/teams
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: 47974d03-f442-4c4d-a11f-9e3d86d7db1a
Content: System.Net.Http.StreamContent

#########Response#########
Status code: OK
HeadersDate: Wed, 14 Jun 2017 09:41:27 GMT
Server: Kestrel
 
2017-06-14 12:41:28.1725|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" received FIN. 
2017-06-14 12:41:28.1725|CorrelationId=47974d03-f442-4c4d-a11f-9e3d86d7db1a| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 364.252ms 200 application/json; charset=utf-8 
2017-06-14 12:41:28.1725|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" completed keep alive response. 
2017-06-14 12:41:28.1725|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" disconnecting. 
2017-06-14 12:41:28.1725|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" sending FIN. 
2017-06-14 12:41:28.1759|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" sent FIN with status "0". 
2017-06-14 12:41:28.1759|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL3" stopped. 
2017-06-14 12:41:28.2074|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" started. 
2017-06-14 12:41:28.2098|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/teamapi/user/teams?ownerOnly=false application/json 0 
2017-06-14 12:41:28.2098|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /teamapi/user/teams does not match a supported file type 
2017-06-14 12:41:28.3065|CorrelationId=b3c5dcd5-39c2-4a7b-9234-e169bfcf8319| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TeamService/api/user/teams?ownerOnly=false
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: b3c5dcd5-39c2-4a7b-9234-e169bfcf8319
Content: 

#########Response#########
Status code: OK
HeadersDate: Wed, 14 Jun 2017 09:41:27 GMT
Server: Kestrel
 
2017-06-14 12:41:28.3078|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" received FIN. 
2017-06-14 12:41:28.3078|CorrelationId=b3c5dcd5-39c2-4a7b-9234-e169bfcf8319| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 100.0824ms 200 application/json; charset=utf-8 
2017-06-14 12:41:28.3078|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" completed keep alive response. 
2017-06-14 12:41:28.3078|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" disconnecting. 
2017-06-14 12:41:28.3078|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" sending FIN. 
2017-06-14 12:41:28.3123|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" sent FIN with status "0". 
2017-06-14 12:41:28.3123|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL4" stopped. 
2017-06-14 12:41:28.3190|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" started. 
2017-06-14 12:41:28.3200|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/ticketapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets application/json 0 
2017-06-14 12:41:28.3200|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /ticketapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets does not match a supported file type 
2017-06-14 12:41:28.8101|CorrelationId=cbe65367-1ea7-4ed3-8dc2-75d83d80f53b| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TicketService/api/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: cbe65367-1ea7-4ed3-8dc2-75d83d80f53b
Content: 

#########Response#########
Status code: OK
HeadersCorrelationid: cbe65367-1ea7-4ed3-8dc2-75d83d80f53b
Date: Wed, 14 Jun 2017 09:41:28 GMT
Server: Kestrel
 
2017-06-14 12:41:28.8101|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" received FIN. 
2017-06-14 12:41:28.8127|CorrelationId=cbe65367-1ea7-4ed3-8dc2-75d83d80f53b| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 492.7539ms 200 application/json; charset=utf-8 
2017-06-14 12:41:28.8127|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" completed keep alive response. 
2017-06-14 12:41:28.8127|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" disconnecting. 
2017-06-14 12:41:28.8127|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" sending FIN. 
2017-06-14 12:41:28.8127|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" sent FIN with status "0". 
2017-06-14 12:41:28.8127|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL5" stopped. 
2017-06-14 12:41:31.5955|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" started. 
2017-06-14 12:41:31.5955|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/ticketapi/tags application/json 0 
2017-06-14 12:41:31.5955|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /ticketapi/tags does not match a supported file type 
2017-06-14 12:41:32.7695|CorrelationId=162727d9-343a-46e0-aa1c-48903bad9dc7| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TicketService/api/tags
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: 162727d9-343a-46e0-aa1c-48903bad9dc7
Content: 

#########Response#########
Status code: OK
HeadersCorrelationid: 162727d9-343a-46e0-aa1c-48903bad9dc7
Date: Wed, 14 Jun 2017 09:41:31 GMT
Server: Kestrel
 
2017-06-14 12:41:32.7724|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" received FIN. 
2017-06-14 12:41:32.7780|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" started. 
2017-06-14 12:41:32.7780|CorrelationId=162727d9-343a-46e0-aa1c-48903bad9dc7| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 1181.9375ms 200 application/json; charset=utf-8 
2017-06-14 12:41:32.7780|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" completed keep alive response. 
2017-06-14 12:41:32.7780|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" disconnecting. 
2017-06-14 12:41:32.7800|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" sending FIN. 
2017-06-14 12:41:32.7800|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" sent FIN with status "0". 
2017-06-14 12:41:32.7800|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL6" stopped. 
2017-06-14 12:41:32.7953|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/teamapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d application/json 0 
2017-06-14 12:41:32.7964|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /teamapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d does not match a supported file type 
2017-06-14 12:41:33.5377|CorrelationId=d87542ac-6915-487c-bca0-040cb4c36f6b| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TeamService/api/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: d87542ac-6915-487c-bca0-040cb4c36f6b
Content: 

#########Response#########
Status code: OK
HeadersDate: Wed, 14 Jun 2017 09:41:32 GMT
Server: Kestrel
 
2017-06-14 12:41:33.5377|CorrelationId=d87542ac-6915-487c-bca0-040cb4c36f6b| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 742.7604ms 200 application/json; charset=utf-8 
2017-06-14 12:41:33.5377|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" completed keep alive response. 
2017-06-14 12:41:33.5398|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" received FIN. 
2017-06-14 12:41:33.5398|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" disconnecting. 
2017-06-14 12:41:33.5398|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" sending FIN. 
2017-06-14 12:41:33.5398|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" sent FIN with status "0". 
2017-06-14 12:41:33.5398|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL7" stopped. 
2017-06-14 12:41:33.5437|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" started. 
2017-06-14 12:41:33.5437|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/teamapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/participants application/json 0 
2017-06-14 12:41:33.5437|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /teamapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/participants does not match a supported file type 
2017-06-14 12:41:33.7710|CorrelationId=b05d93d4-48d8-4cb6-9e51-3ce1a3c07695| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TeamService/api/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/participants
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: b05d93d4-48d8-4cb6-9e51-3ce1a3c07695
Content: 

#########Response#########
Status code: OK
HeadersDate: Wed, 14 Jun 2017 09:41:33 GMT
Server: Kestrel
 
2017-06-14 12:41:33.7731|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" received FIN. 
2017-06-14 12:41:33.7731|CorrelationId=b05d93d4-48d8-4cb6-9e51-3ce1a3c07695| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 229.7812ms 200 application/json; charset=utf-8 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" started. 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/ticketapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets application/json 0 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" completed keep alive response. 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" disconnecting. 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" sending FIN. 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" sent FIN with status "0". 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL8" stopped. 
2017-06-14 12:41:33.7796|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /ticketapi/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets does not match a supported file type 
2017-06-14 12:41:33.7893|CorrelationId=ccd88332-7b78-4357-80b2-7f3a6f4eb5cb| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TicketService/api/user/teams/ff8891d7-9d6a-4bac-9608-7c2dc984e78d/tickets
Headers:Connection: Keep-Alive
Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJtYXJpYXN1dmFsb3ZhOTZAZ21haWwuY29tIiwianRpIjoiYTgzMmE2MDUtMjdjMy00MTNhLTk3NDEtYzViODJiOWVhNTFjIiwiaWF0Ijo3LCJyb2xlcyI6InVzZXIiLCJ1c2VySWQiOiI4NzZlN2I1Yi02OWNmLTRhODQtODZjNS00NDQzNjY4ZWZmNDciLCJuYmYiOjE0OTc0MzMyNjcsImV4cCI6MTQ5NzQzNTA2NywiaXNzIjoiVXNlclNlcnZpY2UiLCJhdWQiOiJhbnkifQ.5zsyS0ujjR7Q0_Hi499nIVPwC6DFNbb7OXcMrrxmLtc
Host: localhost:9999
CorrelationId: ccd88332-7b78-4357-80b2-7f3a6f4eb5cb
Content: 

#########Response#########
Status code: OK
HeadersCorrelationid: ccd88332-7b78-4357-80b2-7f3a6f4eb5cb
Date: Wed, 14 Jun 2017 09:41:33 GMT
Server: Kestrel
 
2017-06-14 12:41:33.7893|CorrelationId=ccd88332-7b78-4357-80b2-7f3a6f4eb5cb| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 11.0745ms 200 application/json; charset=utf-8 
2017-06-14 12:41:33.7916|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" completed keep alive response. 
2017-06-14 12:41:33.7916|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" received FIN. 
2017-06-14 12:41:33.7916|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" disconnecting. 
2017-06-14 12:41:33.7916|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" sending FIN. 
2017-06-14 12:41:33.7955|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" sent FIN with status "0". 
2017-06-14 12:41:33.7955|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRL9" stopped. 
2017-06-14 12:41:33.8508|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J15IPVRLA" started. 
2017-06-14 12:41:33.8580|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://10.23.21.246:5008/ticketapi/tags application/json 0 
2017-06-14 12:41:33.8580|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /ticketapi/tags does not match a supported file type 
2017-06-14 12:41:34.1172|CorrelationId=50831bfe-bf6d-4d93-89f9-846ea9502801| ApiGateway |INFO|EpamMA.ReverseProxy.Middlewares.ReverseProxyMiddleware|
#########Request########
Uri: http://localhost:9999/TicketService/api/tags
Headers:Connection: Keep-Alive
